
---------- Begin Simulation Statistics ----------
simSeconds                                  10.838275                       # Number of seconds simulated (Second)
simTicks                                 10838275061249                       # Number of ticks simulated (Tick)
finalTick                                10838275061249                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  81019.87                       # Real time elapsed on the host (Second)
hostTickRate                                133773046                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   11825672                       # Number of bytes of host memory used (Byte)
simInsts                                  17410026598                       # Number of instructions simulated (Count)
simOps                                    28975755788                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   214886                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     357638                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          2500                       # Clock period in ticks (Tick)
system.cpu.numCycles                      34627076874                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.988916                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.502786                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                     29014853559                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     9834                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                    29004489288                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  28321                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             39107599                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          47966218                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                4335                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples         34601601717                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.838241                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.609250                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0               24423353876     70.58%     70.58% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                3059544908      8.84%     79.43% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                2088454638      6.04%     85.46% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                1689020987      4.88%     90.34% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                1426482569      4.12%     94.47% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                 919805604      2.66%     97.12% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                 631484297      1.83%     98.95% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                 300530639      0.87%     99.82% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                  62924199      0.18%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total           34601601717                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 7830318      3.93%      3.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      3.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      3.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      3.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      3.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      3.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      3.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      3.93% # attempts to use FU when none available (Count)
