
---------- Begin Simulation Statistics ----------
simSeconds                                   0.486646                       # Number of seconds simulated (Second)
simTicks                                 486645851101                       # Number of ticks simulated (Tick)
finalTick                                486645851101                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2210.75                       # Real time elapsed on the host (Second)
hostTickRate                                220126968                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1592856                       # Number of bytes of host memory used (Byte)
simInsts                                    352845368                       # Number of instructions simulated (Count)
simOps                                      633777151                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   159604                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     286680                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          2500                       # Clock period in ticks (Tick)
system.cpu.numCycles                       1554779078                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.406404                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.226942                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       636390819                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1077                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      635866423                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   2268                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              2614739                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           3339108                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 348                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          1550756528                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.410036                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.338185                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                1387978895     89.50%     89.50% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  14463014      0.93%     90.44% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  27175750      1.75%     92.19% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  32299296      2.08%     94.27% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  30389996      1.96%     96.23% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                  24144199      1.56%     97.79% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                  18514141      1.19%     98.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                   9541700      0.62%     99.60% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                   6249537      0.40%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total            1550756528                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 2292450     56.49%     56.49% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     56.49% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     56.49% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     56.49% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     56.49% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     56.49% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     56.49% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     56.49% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%     56.49% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                    0      0.00%     56.49% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%     56.49% # attempts to use FU when none available (Count)
